1.014881998816034692e+00,-1.193103448275862100e+01,1.000000000000000000e+00
1.080241353108568614e+00,-1.865517241379310676e+01,1.000000000000000000e+00
4.054837403751651026e-01,-7.448275862068967079e+00,-1.000000000000000000e+00
1.640638498171720361e+00,-9.241379310344829179e+00,1.000000000000000000e+00
5.689094717912180910e-01,-1.775862068965517437e+01,1.000000000000000000e+00
1.181090899789969395e+00,-1.417241379310345017e+01,1.000000000000000000e+00
1.010825114369246380e+00,-9.689655172413793593e+00,1.000000000000000000e+00
1.084970542249829251e+00,-1.013793103448275978e+01,1.000000000000000000e+00
-7.518411333650831807e-03,-1.641379310344827758e+01,-1.000000000000000000e+00
1.590146499832074678e+00,-7.896551724137931494e+00,1.000000000000000000e+00
1.356598178578229730e+00,-1.596551724137931139e+01,1.000000000000000000e+00
4.012093216152686770e-01,-1.148275862068965658e+01,-1.000000000000000000e+00
7.961885186833622674e-01,-1.327586206896551602e+01,1.000000000000000000e+00
9.210940389532755734e-01,-1.686206896551724199e+01,1.000000000000000000e+00
-3.413800781922551320e-01,-1.506896551724138078e+01,-1.000000000000000000e+00
4.066129859980671668e-03,-1.058620689655172598e+01,-1.000000000000000000e+00
-1.197763626726313646e-01,-8.344827586206896797e+00,-1.000000000000000000e+00
7.278355976732390209e-01,-2.000000000000000000e+01,1.000000000000000000e+00
-4.018426821235847601e-01,-1.731034482758620641e+01,-1.000000000000000000e+00
-1.350400925503866256e-01,-1.955172413793103559e+01,-1.000000000000000000e+00
-4.936119682572687184e-02,-1.462068965517241459e+01,-1.000000000000000000e+00
7.278092645294151897e-01,-7.000000000000000888e+00,-1.000000000000000000e+00
1.660048016546367577e+00,-8.793103448275862988e+00,1.000000000000000000e+00
-2.968138011691117129e-01,-1.372413793103448576e+01,-1.000000000000000000e+00
1.394669347649377888e+00,-1.103448275862068861e+01,1.000000000000000000e+00
-1.972778534643737647e-02,-1.551724137931034520e+01,-1.000000000000000000e+00
3.521839578441976482e-01,-1.910344827586207117e+01,1.000000000000000000e+00
-3.179581986459991128e-01,-1.820689655172413879e+01,-1.000000000000000000e+00
9.485540639597833668e-03,-1.237931034482758719e+01,-1.000000000000000000e+00
-2.223475127279721519e-01,-1.282758620689655160e+01,-1.000000000000000000e+00
